"Datum","Abfahrt (laut Plan)","Ankunft (laut Plan)","Zug","Verspätung (am Zielbahnhof)","Zugausfall"
"02.07.2024","20:49","22:31","ICE 221","0",""
"03.07.2024","02:40","07:02","ICE 921","24",""
"03.07.2024","04:57","06:48","ICE 523","0","Ausfall (Startbahnhof)"
"03.07.2024","05:27","08:14","ICE  23","43",""
"03.07.2024","06:22","07:48","ICE 525","0",""
"03.07.2024","07:22","08:48","ICE 527","0",""
"03.07.2024","07:45","09:41","ICE 815","0",""
"03.07.2024","08:21","09:48","ICE 529","23",""
"03.07.2024","08:51","10:31","ICE 121","1",""
"03.07.2024","09:18","10:48","ICE 621","0",""
"03.07.2024","09:27","12:12","ICE  27","33",""
"03.07.2024","10:10","11:48","ICE 623","0",""
"03.07.2024","11:23","12:48","ICE 625","0","Ausfall (Startbahnhof)"
"03.07.2024","11:27","14:13","ICE  29","39",""
"03.07.2024","12:19","13:48","ICE 627","26",""
"03.07.2024","12:49","14:31","ICE 123","41",""
"03.07.2024","13:23","14:48","ICE 629","14",""
"03.07.2024","14:21","15:48","ICE 721","10",""
"03.07.2024","15:22","16:48","ICE 723","16",""
"03.07.2024","15:27","18:13","ICE 927","69",""
"03.07.2024","16:22","17:48","ICE 725","43",""
"03.07.2024","16:50","18:31","ICE 127","14",""
"03.07.2024","17:22","18:48","ICE 727","6",""
"03.07.2024","17:27","20:13","ICE 929","16",""
"03.07.2024","18:22","19:48","ICE 729","14",""
"03.07.2024","18:49","20:31","ICE 129","1",""
"03.07.2024","19:08","20:48","ICE 821","1",""
"03.07.2024","19:28","22:13","ICE 1021","15",""
"03.07.2024","20:09","21:48","ICE 823","0",""
"03.07.2024","20:26","23:13","IC 2442","1",""
"03.07.2024","20:49","22:31","ICE 221","4",""
"03.07.2024","23:21","02:20","IC 60403","0",""
"03.07.2024","23:27","01:10","ICE 619","5",""
"03.07.2024","23:52","01:35","ICE 1017","0",""
"04.07.2024","01:24","03:03","ICE 825","0",""
"04.07.2024","02:40","07:02","ICE 921","0",""
"04.07.2024","04:57","06:48","ICE 523","0",""
"04.07.2024","05:27","08:14","ICE  23","6",""
"04.07.2024","06:22","07:48","ICE 525","1",""
"04.07.2024","07:22","08:48","ICE 527","0",""
"04.07.2024","07:45","09:41","ICE 815","0",""
"04.07.2024","08:21","09:48","ICE 529","0",""
"04.07.2024","08:51","10:31","ICE 121","6",""
"04.07.2024","09:18","10:48","ICE 621","0",""
"04.07.2024","09:27","12:12","ICE  27","31",""
"04.07.2024","10:10","11:48","ICE 623","20",""
"04.07.2024","11:23","12:48","ICE 625","23",""
"04.07.2024","11:27","14:13","ICE  29","39",""
"04.07.2024","12:19","13:48","ICE 627","0","Ausfall (Startbahnhof)"
"04.07.2024","12:49","14:31","ICE 123","7",""
"04.07.2024","13:23","14:48","ICE 629","49",""
"04.07.2024","14:21","15:48","ICE 721","38",""
"04.07.2024","15:22","16:48","ICE 723","3",""
"04.07.2024","15:27","18:13","ICE 927","70",""
"04.07.2024","16:22","17:48","ICE 725","12",""
"04.07.2024","16:50","18:31","ICE 127","7",""
"04.07.2024","17:22","18:48","ICE 727","2",""
"04.07.2024","17:27","20:13","ICE 929","10",""
"04.07.2024","18:22","19:48","ICE 729","21",""
"04.07.2024","18:49","20:31","ICE 129","29",""
"04.07.2024","19:08","20:48","ICE 821","25",""
"04.07.2024","19:28","22:13","ICE 1021","1",""
"04.07.2024","20:09","21:48","ICE 823","1",""
"04.07.2024","20:26","23:13","IC 2442","122",""
"04.07.2024","20:49","22:31","ICE 221","0",""
"04.07.2024","23:21","02:20","IC 60403","9",""
"04.07.2024","23:27","01:10","ICE 619","4",""
"04.07.2024","23:52","01:35","ICE 1017","0",""
"05.07.2024","01:24","03:03","ICE 825","0",""
"05.07.2024","02:40","07:02","ICE 921","0",""
"05.07.2024","04:57","06:48","ICE 523","0","Ausfall (Startbahnhof)"
"05.07.2024","05:27","08:14","ICE  23","7",""
"05.07.2024","06:22","07:48","ICE 525","2",""
"05.07.2024","07:22","08:48","ICE 527","0",""
"05.07.2024","07:45","09:41","ICE 815","6",""
"05.07.2024","08:21","09:48","ICE 529","39",""
"05.07.2024","08:51","10:31","ICE 121","1",""
"05.07.2024","09:18","10:48","ICE 621","25",""
"05.07.2024","09:27","12:12","ICE  27","10",""
"05.07.2024","10:10","11:48","ICE 623","28",""
"05.07.2024","11:23","12:48","ICE 625","4",""
"05.07.2024","11:27","14:13","ICE  29","18",""
"19.06.2021","18:48","20:31","ICE 129","0","Ausfall (Startbahnhof)"
"19.06.2021","19:08","20:48","ICE 821","0",""
"19.06.2021","20:09","21:48","ICE 823","0",""
"19.06.2021","20:27","23:12","IC 2215","20",""
"19.06.2021","20:48","22:31","ICE 221","10",""
"19.06.2021","21:51","23:59","ICE 619","0",""
"20.06.2021","02:48","07:02","IC 2021","0",""
"20.06.2021","06:21","07:48","ICE 525","0",""
"20.06.2021","07:21","08:48","ICE 527","4",""
"20.06.2021","08:20","09:48","ICE 529","0",""
"20.06.2021","09:13","10:48","ICE 621","25",""
"20.06.2021","10:12","11:48","ICE 623","0",""
"20.06.2021","11:08","12:48","ICE 625","0",""
"20.06.2021","12:21","13:48","ICE 627","3",""
"20.06.2021","12:48","14:31","ICE 123","0","Ausfall (Startbahnhof)"
"20.06.2021","13:08","14:48","ICE 629","2",""
"20.06.2021","13:33","15:26","ICE 817","0",""
"20.06.2021","14:21","15:48","ICE 721","0",""
"20.06.2021","14:54","16:31","ICE 125","0","Ausfall (Startbahnhof)"
"20.06.2021","15:11","16:48","ICE 723","0",""
"20.06.2021","16:22","17:48","ICE 725","44",""
"20.06.2021","16:51","18:31","ICE 127","5",""
"20.06.2021","17:22","18:48","ICE 727","10",""
"20.06.2021","18:22","19:48","ICE 729","0",""
"20.06.2021","18:48","20:31","ICE 129","0","Ausfall (Startbahnhof)"
"20.06.2021","19:08","20:48","ICE 821","0",""
"20.06.2021","20:09","21:48","ICE 823","0",""
"20.06.2021","20:27","23:12","IC 2215","2",""
"20.06.2021","20:48","22:31","ICE 221","0",""
"20.06.2021","21:51","23:59","ICE 619","0",""
"21.06.2021","02:48","07:02","IC 2021","0",""
"21.06.2021","06:21","07:48","ICE 525","3",""
"21.06.2021","07:21","08:48","ICE 527","2",""
"21.06.2021","07:45","09:41","ICE 815","18",""
"21.06.2021","08:20","09:48","ICE 529","3",""
"21.06.2021","08:48","10:31","ICE 121","0","Ausfall (Startbahnhof)"
"21.06.2021","09:13","10:48","ICE 621","17",""
"21.06.2021","10:12","11:48","ICE 623","0",""
"21.06.2021","11:08","12:48","ICE 625","4",""
"21.06.2021","12:21","13:48","ICE 627","13",""
"21.06.2021","12:48","14:31","ICE 123","0","Ausfall (Startbahnhof)"
"21.06.2021","13:08","14:48","ICE 629","2",""
"21.06.2021","14:21","15:48","ICE 721","0","Ausfall (Startbahnhof)"
"21.06.2021","14:54","16:31","ICE 125","0","Ausfall (Startbahnhof)"
"21.06.2021","15:11","16:48","ICE 723","0",""
"21.06.2021","16:22","17:48","ICE 725","3",""
"21.06.2021","16:51","18:31","ICE 127","0",""
"21.06.2021","17:08","19:39","ICE 1224","0",""
"21.06.2021","17:22","18:48","ICE 727","2",""
"21.06.2021","18:22","19:48","ICE 729","2",""
"21.06.2021","18:48","20:31","ICE 129","0","Ausfall (Startbahnhof)"
"21.06.2021","19:08","20:48","ICE 821","2",""
"21.06.2021","20:09","21:48","ICE 823","0",""
"21.06.2021","20:27","23:12","IC 2215","29",""
"21.06.2021","20:48","22:31","ICE 221","0",""
"21.06.2021","21:51","23:59","ICE 619","13",""
"22.06.2021","04:58","06:48","ICE 523","0",""
"22.06.2021","06:21","07:48","ICE 525","0",""
"22.06.2021","07:21","08:48","ICE 527","0",""
"22.06.2021","07:45","09:41","ICE 815","7",""
"22.06.2021","08:20","09:48","ICE 529","6",""
"22.06.2021","08:48","10:31","ICE 121","0","Ausfall (Startbahnhof)"
"22.06.2021","09:13","10:48","ICE 621","0",""
"22.06.2021","10:12","11:48","ICE 623","0",""
"22.06.2021","11:08","12:48","ICE 625","1",""
"22.06.2021","12:21","13:48","ICE 627","0",""
"22.06.2021","12:48","14:31","ICE 123","0","Ausfall (Startbahnhof)"
"22.06.2021","13:08","14:48","ICE 629","0",""
"22.06.2021","14:21","15:48","ICE 721","0",""
"22.06.2021","14:54","16:31","ICE 125","14",""
"22.06.2021","15:11","16:48","ICE 723","8",""
"22.06.2021","16:22","17:48","ICE 725","0",""
"22.06.2021","16:51","18:31","ICE 127","26",""
"22.06.2021","16:51","18:31","ICE 2943","26",""
"22.06.2021","17:11","19:39","ICE 1224","4",""
"22.06.2021","17:22","18:48","ICE 727","0","Ausfall (Startbahnhof)"
"22.06.2021","18:22","19:48","ICE 729","2",""
"22.06.2021","18:48","20:31","ICE 129","0",""
"22.06.2021","19:08","20:48","ICE 821","0",""
"22.06.2021","20:09","21:48","ICE 823","0",""
"22.06.2021","20:27","23:12","IC 2215","7",""
"22.06.2021","20:48","22:31","ICE 221","0",""
"22.06.2021","21:51","23:59","ICE 619","19",""
"23.06.2021","02:48","07:02","IC 2021","0",""
"23.06.2021","04:58","06:48","ICE 523","0",""
"23.06.2021","06:21","07:48","ICE 525","0",""
"23.06.2021","07:21","08:48","ICE 527","3",""
"23.06.2021","07:45","09:41","ICE 815","2",""
"23.06.2021","08:20","09:48","ICE 529","16",""
"23.06.2021","08:48","10:31","ICE 121","35",""
"23.06.2021","09:13","10:48","ICE 621","37",""
"23.06.2021","10:12","11:48","ICE 623","0",""
"23.06.2021","11:08","12:48","ICE 625","8",""
"23.06.2021","12:21","13:48","ICE 627","0",""
"23.06.2021","12:48","14:31","ICE 123","14",""
"23.06.2021","13:08","14:48","ICE 629","4",""
"23.06.2021","14:21","15:48","ICE 721","0",""
"23.06.2021","14:54","16:31","ICE 125","0",""
"23.06.2021","15:11","16:48","ICE 723","0",""
"05.07.2024","12:49","14:31","ICE 123","18",""
"05.07.2024","13:23","14:48","ICE 629","7",""
"05.07.2024","14:21","15:48","ICE 721","3",""
"05.07.2024","15:22","16:48","ICE 723","4",""
"05.07.2024","15:27","18:13","ICE 927","19",""
"05.07.2024","16:22","17:48","ICE 725","0",""
"05.07.2024","16:50","18:31","ICE 127","8",""
"05.07.2024","17:22","18:48","ICE 727","8",""
"05.07.2024","17:27","20:13","ICE 929","30",""
"05.07.2024","18:22","19:48","ICE 729","5",""
"05.07.2024","18:49","20:31","ICE 129","4",""
"05.07.2024","19:08","20:48","ICE 821","0",""
"05.07.2024","19:28","22:13","ICE 1021","3",""
"05.07.2024","20:09","21:48","ICE 823","0",""
"05.07.2024","20:26","23:13","IC 2442","40",""
"05.07.2024","20:49","22:31","ICE 221","2",""
"05.07.2024","23:21","02:20","IC 60403","2",""
"05.07.2024","23:27","01:10","ICE 619","10",""
"05.07.2024","23:52","01:35","ICE 1017","0",""
"06.07.2024","01:24","03:03","ICE 825","0",""
"06.07.2024","02:40","07:02","ICE 921","0",""
"06.07.2024","04:57","06:48","ICE 523","33",""
"06.07.2024","05:27","08:14","ICE  23","37",""
"06.07.2024","06:22","07:48","ICE 525","0",""
"06.07.2024","07:22","08:48","ICE 527","12",""
"06.07.2024","08:21","09:48","ICE 529","0",""
"06.07.2024","08:51","10:31","ICE 121","0","Ausfall (Startbahnhof)"
"06.07.2024","09:18","10:48","ICE 621","12",""
"06.07.2024","09:27","12:12","ICE  27","42",""
"06.07.2024","10:10","11:48","ICE 623","0",""
"06.07.2024","11:23","12:48","ICE 625","1",""
"06.07.2024","11:27","14:13","ICE  29","31",""
"06.07.2024","12:19","13:48","ICE 627","2",""
"06.07.2024","12:49","14:31","ICE 123","7",""
"06.07.2024","13:23","14:48","ICE 629","8",""
"06.07.2024","14:21","15:48","ICE 721","6",""
"06.07.2024","15:22","16:48","ICE 723","0",""
"06.07.2024","15:27","18:13","ICE 927","34",""
"06.07.2024","16:22","17:48","ICE 725","0",""
"06.07.2024","16:50","18:31","ICE 127","2",""
"06.07.2024","17:22","18:48","ICE 727","6",""
"06.07.2024","17:27","20:13","ICE 929","18",""
"06.07.2024","18:22","19:48","ICE 729","0",""
"06.07.2024","18:49","20:31","ICE 129","3",""
"06.07.2024","19:08","20:48","ICE 821","0",""
"06.07.2024","19:28","22:13","ICE 1021","6",""
"06.07.2024","20:09","21:48","ICE 823","0",""
"06.07.2024","20:26","23:13","IC 2442","29",""
"06.07.2024","20:49","22:31","ICE 221","0",""
"06.07.2024","23:21","02:20","IC 60403","0",""
"06.07.2024","23:27","01:10","ICE 619","0",""
"06.07.2024","23:52","01:35","ICE 1017","0",""
"07.07.2024","01:24","03:03","ICE 825","0",""
"07.07.2024","02:40","07:02","ICE 921","32",""
"07.07.2024","05:27","08:14","ICE  23","1",""
"07.07.2024","06:22","07:48","ICE 525","0",""
"07.07.2024","07:22","08:48","ICE 527","4",""
"07.07.2024","08:21","09:48","ICE 529","0",""
"07.07.2024","08:51","10:31","ICE 121","0",""
"07.07.2024","09:18","10:48","ICE 621","40",""
"07.07.2024","09:27","12:12","ICE  27","9",""
"07.07.2024","10:10","11:48","ICE 623","1",""
"07.07.2024","11:23","12:48","ICE 625","31",""
"07.07.2024","11:27","14:13","ICE  29","3",""
"07.07.2024","12:19","13:48","ICE 627","40",""
"07.07.2024","12:49","14:31","ICE 123","3",""
"07.07.2024","13:23","14:48","ICE 629","16",""
"07.07.2024","14:21","15:48","ICE 721","13",""
"07.07.2024","15:22","16:48","ICE 723","35",""
"07.07.2024","15:27","18:13","ICE 927","22",""
"07.07.2024","16:22","17:48","ICE 725","54",""
"07.07.2024","16:50","18:31","ICE 127","29",""
"07.07.2024","17:22","18:48","ICE 727","39",""
"07.07.2024","17:27","20:13","ICE 929","1",""
"07.07.2024","18:22","19:48","ICE 729","22",""
"07.07.2024","18:49","20:31","ICE 129","3",""
"07.07.2024","19:08","20:48","ICE 821","1",""
"07.07.2024","19:28","22:13","ICE 1021","20",""
"07.07.2024","20:09","21:48","ICE 823","0",""
"07.07.2024","20:26","23:13","IC 2442","20",""
"07.07.2024","20:49","22:31","ICE 221","0",""
"07.07.2024","23:21","02:20","IC 60403","0",""
"07.07.2024","23:27","01:10","ICE 619","33",""
"07.07.2024","23:52","01:35","ICE 1017","0",""
"08.07.2024","01:24","03:03","ICE 825","0","Ausfall (Startbahnhof)"
"08.07.2024","02:45","07:02","ICE 921","0",""
"08.07.2024","04:57","06:48","ICE 523","17",""
"08.07.2024","05:27","08:14","ICE  23","3",""
"08.07.2024","06:22","07:48","ICE 525","13",""
"08.07.2024","07:22","08:48","ICE 527","14",""
"08.07.2024","07:45","09:41","ICE 815","28",""
"08.07.2024","08:21","09:48","ICE 529","12",""
"08.07.2024","08:51","10:31","ICE 121","0",""
"08.07.2024","09:18","10:48","ICE 621","10",""
"08.07.2024","09:27","12:12","ICE  27","21",""
"08.07.2024","10:10","11:48","ICE 623","39",""
"08.07.2024","11:23","12:48","ICE 625","6",""
"08.07.2024","11:27","14:13","ICE  29","130",""
"08.07.2024","12:19","13:48","ICE 627","1",""
"08.07.2024","13:23","14:48","ICE 629","50",""
"08.07.2024","14:21","15:48","ICE 721","13",""
"08.07.2024","15:22","16:48","ICE 723","18",""
"08.07.2024","15:27","18:13","ICE 927","147",""
"08.07.2024","16:22","17:48","ICE 725","4",""
"08.07.2024","16:50","18:31","ICE 127","0",""
"08.07.2024","17:22","18:48","ICE 727","0",""
"08.07.2024","17:27","20:13","ICE 929","14",""
"08.07.2024","18:22","19:48","ICE 729","1",""
"08.07.2024","18:49","20:31","ICE 129","0",""
"08.07.2024","19:08","20:48","ICE 821","6",""
"08.07.2024","19:28","22:13","ICE 1021","29",""
"08.07.2024","20:09","21:48","ICE 823","0",""
"08.07.2024","20:26","23:13","IC 2442","0",""
"08.07.2024","20:49","22:31","ICE 221","4",""
"08.07.2024","23:21","02:20","IC 60403","0",""
"08.07.2024","23:27","01:10","ICE 619","4",""
"08.07.2024","23:52","01:35","ICE 1017","0",""
"09.07.2024","01:24","03:03","ICE 825","0",""
"09.07.2024","02:40","07:02","ICE 921","0",""
"09.07.2024","04:57","06:48","ICE 523","0",""
"09.07.2024","05:27","08:14","ICE  23","2",""
"09.07.2024","06:22","07:48","ICE 525","31",""
"09.07.2024","07:22","08:48","ICE 527","0",""
"09.07.2024","07:45","09:41","ICE 815","0",""
"09.07.2024","08:21","09:48","ICE 529","0",""
"09.07.2024","08:51","10:31","ICE 121","0",""
"09.07.2024","09:18","10:48","ICE 621","0",""
"09.07.2024","09:27","12:12","ICE  27","21",""
"09.07.2024","10:10","11:48","ICE 623","0",""
"09.07.2024","11:23","12:48","ICE 625","0",""
"09.07.2024","11:27","14:13","ICE  29","18",""
"09.07.2024","12:19","13:48","ICE 627","6",""
"09.07.2024","12:49","14:31","ICE 123","6",""
"09.07.2024","13:23","14:48","ICE 629","0",""
"09.07.2024","14:21","15:48","ICE 721","15",""
"09.07.2024","15:22","16:48","ICE 723","36",""
"09.07.2024","15:27","18:13","ICE 927","22",""
"09.07.2024","16:22","17:48","ICE 725","25",""
"09.07.2024","16:50","18:31","ICE 127","1",""
"09.07.2024","17:22","18:48","ICE 727","6",""
"09.07.2024","17:27","20:13","ICE 929","8",""
"09.07.2024","18:22","19:48","ICE 729","0","Ausfall (Startbahnhof)"
"09.07.2024","18:49","20:31","ICE 129","0",""
"09.07.2024","19:08","20:48","ICE 821","0",""
"09.07.2024","19:28","22:13","ICE 1021","37",""
"09.07.2024","20:09","21:48","ICE 823","0",""
"09.07.2024","20:26","23:13","IC 2442","40",""
"09.07.2024","20:49","22:31","ICE 221","3",""
"09.07.2024","23:21","02:20","IC 60403","20",""
"09.07.2024","23:27","01:10","ICE 619","35",""
"09.07.2024","23:52","01:35","ICE 1017","16",""
"10.07.2024","01:24","03:03","ICE 825","20",""
"10.07.2024","02:40","07:02","ICE 921","0",""
"10.07.2024","04:57","06:48","ICE 523","0",""
"10.07.2024","05:27","08:14","ICE  23","7",""
"10.07.2024","06:22","07:48","ICE 525","0",""
"10.07.2024","07:22","08:48","ICE 527","0",""
"10.07.2024","07:45","09:41","ICE 815","0",""
"10.07.2024","08:21","09:48","ICE 529","6",""
"10.07.2024","08:51","10:31","ICE 121","7",""
"10.07.2024","09:18","10:48","ICE 621","7",""
"10.07.2024","09:27","12:12","ICE  27","1",""
"10.07.2024","10:10","11:48","ICE 623","0",""
"10.07.2024","11:23","12:48","ICE 625","0",""
"10.07.2024","11:27","14:13","ICE  29","3",""
"10.07.2024","12:19","13:48","ICE 627","0",""
"10.07.2024","12:49","14:31","ICE 123","2",""
"10.07.2024","13:23","14:48","ICE 629","14",""
"10.07.2024","14:21","15:48","ICE 721","0",""
"10.07.2024","15:22","16:48","ICE 723","11",""
"10.07.2024","15:27","18:13","ICE 927","18",""
"10.07.2024","16:22","17:48","ICE 725","31",""
"10.07.2024","16:50","18:31","ICE 127","3",""
"10.07.2024","17:22","18:48","ICE 727","0",""
"10.07.2024","17:27","20:13","ICE 929","3",""
"10.07.2024","18:22","19:48","ICE 729","2",""
"10.07.2024","18:49","20:31","ICE 129","2",""
"10.07.2024","19:08","20:48","ICE 821","0",""
"15.07.2024","05:27","08:14","ICE  23","25",""
"15.07.2024","06:22","07:48","ICE 525","10",""
"15.07.2024","07:22","08:48","ICE 527","16",""
"15.07.2024","07:45","09:41","ICE 815","9",""
"15.07.2024","08:21","09:48","ICE 529","11",""
"15.07.2024","08:51","10:31","ICE 121","17",""
"15.07.2024","09:18","10:48","ICE 621","14",""
"15.07.2024","09:27","12:12","ICE  27","7",""
"15.07.2024","10:10","11:48","ICE 623","18",""
"15.07.2024","11:23","12:48","ICE 625","10",""
"15.07.2024","11:27","14:13","ICE  29","19",""
"15.07.2024","12:19","13:48","ICE 627","1",""
"15.07.2024","12:49","14:31","ICE 123","2",""
"15.07.2024","13:23","14:48","ICE 629","3",""
"15.07.2024","14:21","15:48","ICE 721","3",""
"15.07.2024","15:22","16:48","ICE 723","0",""
"15.07.2024","15:27","18:13","ICE 927","3",""
"15.07.2024","16:22","17:48","ICE 725","64",""
"15.07.2024","16:50","18:31","ICE 127","37",""
"15.07.2024","17:22","18:48","ICE 727","9",""
"15.07.2024","18:22","19:48","ICE 729","0",""
"15.07.2024","18:49","20:31","ICE 129","0",""
"15.07.2024","19:08","20:48","ICE 821","0",""
"15.07.2024","19:28","22:13","ICE 1021","2",""
"15.07.2024","20:50","22:26","ICE 221","0",""
"15.07.2024","21:27","23:06","ICE 1917","25",""
"15.07.2024","23:21","02:20","IC 60403","3",""
"16.07.2024","04:47","07:48","ICE 525","0",""
"16.07.2024","05:51","08:48","ICE 527","0",""
"16.07.2024","06:51","09:43","ICE 529","25",""
"16.07.2024","07:52","10:43","ICE 621","0","Ausfall (Startbahnhof)"
"16.07.2024","08:53","11:48","ICE 2913","10",""
"16.07.2024","08:53","11:48","ICE 623","0","Ausfall (Startbahnhof)"
"16.07.2024","09:45","12:43","ICE 625","0",""
"16.07.2024","10:52","13:43","ICE 627","25",""
"16.07.2024","11:51","14:43","ICE 629","6",""
"16.07.2024","12:52","15:48","ICE 721","0",""
"16.07.2024","13:51","16:48","ICE 723","90",""
"16.07.2024","14:53","17:48","ICE 725","42",""
"16.07.2024","15:53","18:48","ICE 727","50",""
"16.07.2024","16:48","19:36","ICE 127","22",""
"16.07.2024","16:51","19:43","ICE 729","1",""
"16.07.2024","17:43","20:43","ICE 821","3",""
"16.07.2024","18:48","21:37","ICE 129","2",""
"16.07.2024","18:53","21:46","ICE 823","4",""
"16.07.2024","21:27","00:13","ICE 1917","77",""
"16.07.2024","22:29","01:15","ICE 2417","35",""
"16.07.2024","23:21","02:20","IC 60403","10",""
"17.07.2024","03:38","06:48","ICE 523","90",""
"17.07.2024","04:47","07:48","ICE 525","45",""
"17.07.2024","05:51","08:44","ICE 527","30",""
"17.07.2024","06:51","09:43","ICE 529","8",""
"17.07.2024","07:52","10:43","ICE 621","0","Ausfall (Startbahnhof)"
"17.07.2024","08:53","11:48","ICE 2913","0",""
"17.07.2024","08:53","11:48","ICE 623","0","Ausfall (Zielbahnhof)"
"17.07.2024","09:45","12:43","ICE 625","4",""
"17.07.2024","10:52","13:43","ICE 627","18",""
"17.07.2024","11:51","14:43","ICE 629","14",""
"17.07.2024","12:52","15:48","ICE 721","1",""
"17.07.2024","13:51","16:48","ICE 723","13",""
"17.07.2024","14:53","17:48","ICE 725","0",""
"17.07.2024","15:53","18:48","ICE 727","10",""
"17.07.2024","16:48","19:36","ICE 127","43",""
"17.07.2024","16:51","19:43","ICE 729","0",""
"17.07.2024","17:43","20:43","ICE 821","0",""
"17.07.2024","18:48","21:37","ICE 129","35",""
